alpha,seed,mean_abs_cosine,top1_eigen_share,top2_eigen_share,alive_count,head_tail_norm_ratio,norm_prob_corr
0.3,0,0.6607137001070196,0.5506187301055969,1.0,5.0,41.114259041156245,0.7205232840380063
0.3,1,0.6293456977908078,0.5407190988507998,1.0,5.0,33.247684192907634,0.7321219898056024
0.3,2,0.6269154992744863,0.5352746841820676,1.0,5.0,23.93203342847412,0.7152520266165462
1.0,0,0.6330040065062286,0.5575409390969477,1.0,4.0,25.76214802666786,0.735478923921177
1.0,1,0.6107124183766056,0.5492671743486182,1.0,4.0,27.395765903806502,0.6076331548718229
1.0,2,0.6514409317260721,0.5025318839604626,1.0,4.0,40.10089977509951,0.7751853739559283
2.0,0,0.6258949341544542,0.5399411481140292,1.0,4.0,17.8756457007447,0.7249678443553839
2.0,1,0.6343921639867763,0.601322775192224,1.0,4.0,30.449408210025737,0.5819806188772859
2.0,2,0.7204407582973126,0.5393023615709258,1.0,4.0,12.142508465847996,0.7250372643733827
